"Trap","Year","Start.date","Start.month","End.date","End.month","Empty","o/u","FHL","Family","Genus","Art","Species","Number","Stratum","TreeSp"
"15",2017,19,7,2,8,"9","o","27-.005-.002-.","Cantharidae","Rhagonycha","fulva","Rhagonycha fulva",4,"Lower","Fraxinus"
"15",2017,5,7,19,7,"8","o","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Harmonia axyridis",1,"Lower","Fraxinus"
"15",2017,5,7,19,7,"8","o","925.011-.001-.","Apionidae","Kalcapion","pallipes","Kalcapion pallipes",1,"Lower","Fraxinus"
"15",2017,7,6,21,6,"6","u","91-.036-.005-.","Curculionidae","Xyleborus","monographus","Xyleborus monographus",2,"Lower","Fraxinus"
"15",2017,7,6,21,6,"6","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",2,"Lower","Fraxinus"
"15",2017,5,7,19,7,"8","u","62-.035-.001-.","Coccinellidae","Halyzia","sedecimguttata","Halyzia sedecimguttata",1,"Lower","Fraxinus"
"15",2017,10,5,23,5,"4","o","27-.002-.018-.","Cantharidae","Cantharis","nigricans","Cantharis nigricans",1,"Lower","Fraxinus"
"15",2017,10,5,23,5,"4","o","492.002-.002-.","Cerylonidae","Cerylon","histeroides","Cerylon histeroides",1,"Lower","Fraxinus"
"15",2017,2,8,16,8,"10","u","711.006-.002-.","Salpingidae","Salpingus","planirostris","Salpingus planirostris",1,"Lower","Fraxinus"
"15",2017,2,8,16,8,"10","u","91-.011-.002-.","Curculionidae","Hylesinus","toranio","Hylesinus toranio",4,"Lower","Fraxinus"
"15",2017,2,8,16,8,"10","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",3,"Lower","Fraxinus"
"15",2017,26,4,10,5,"3","u","34-.0011.001-.","Elateridae","Brachygonus","megerlei","Brachygonus megerlei",1,"Lower","Fraxinus"
"15",2017,26,4,10,5,"3","u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","Brassicogethes aeneus",2,"Lower","Fraxinus"
"15",2017,5,7,19,7,"8","u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","Brassicogethes aeneus",1,"Lower","Fraxinus"
"15",2017,5,7,19,7,"8","u","61-.003-.002-.","Endomychidae","Symbiotes","gibberosus","Symbiotes gibberosus",1,"Lower","Fraxinus"
"15",2017,5,7,19,7,"8","u","58-.004-.012-.","Latridiidae","Enicmus","rugosus","Enicmus rugosus",1,"Lower","Fraxinus"
"15",2017,5,7,19,7,"8","u","58-.007-.0172.","Latridiidae","Corticaria","alleni","Corticaria alleni",1,"Lower","Fraxinus"
"15",2017,5,7,19,7,"8","u","561.005-.003-.","Laemophloeidae","Leptophloeus","alternans","Leptophloeus alternans",1,"Lower","Fraxinus"
"15",2017,19,7,2,8,"9","u","62-.035-.001-.","Coccinellidae","Halyzia","sedecimguttata","Halyzia sedecimguttata",2,"Lower","Fraxinus"
"15",2017,19,7,2,8,"9","u","27-.005-.002-.","Cantharidae","Rhagonycha","fulva","Rhagonycha fulva",1,"Lower","Fraxinus"
"15",2017,16,8,30,8,"11","o","62-.035-.001-.","Coccinellidae","Halyzia","sedecimguttata","Halyzia sedecimguttata",1,"Lower","Fraxinus"
"15",2017,10,5,23,5,"4","o","27-.002-.008-.","Cantharidae","Cantharis","pellucida","Cantharis pellucida",1,"Lower","Fraxinus"
"15",2017,26,4,10,5,"3","u","50-.009-.001-.","Nitidulidae","Epuraea","melanocephala","Epuraea melanocephala",1,"Lower","Fraxinus"
"15",2017,26,4,10,5,"3","u","50-.020-.002-.","Nitidulidae","Cryptarcha","undata","Cryptarcha undata",1,"Lower","Fraxinus"
"15",2017,10,5,23,5,"4","u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","Brassicogethes aeneus",2,"Lower","Fraxinus"
"15",2017,10,5,23,5,"4","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",2,"Lower","Fraxinus"
"15",2017,5,7,19,7,"8","u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","Brassicogethes aeneus",1,"Lower","Fraxinus"
"15",2017,10,5,23,5,"4","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",4,"Lower","Fraxinus"
"15",2017,10,5,23,5,"4","u","23-.xxx-.xxx-.","Staphylinidae","Staphylinidae","spec.","Staphylinidae spec.",1,"Lower","Fraxinus"
"15",2017,10,5,23,5,"4","u","62-.031-.001-.","Coccinellidae","Calvia","decemguttata","Calvia decemguttata",1,"Lower","Fraxinus"
"15",2017,19,7,2,8,"9","u","40-.004-.001-.","Scirtidae","Prionocyphon","serricornis","Prionocyphon serricornis",1,"Lower","Fraxinus"
"15",2017,16,8,30,8,"11","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",4,"Lower","Fraxinus"
"15",2017,16,8,30,8,"11","u","58-.004-.012-.","Latridiidae","Enicmus","rugosus","Enicmus rugosus",1,"Lower","Fraxinus"
"15",2017,19,7,2,8,"9","o","27-.005-.002-.","Cantharidae","Rhagonycha","fulva","Rhagonycha fulva",1,"Lower","Fraxinus"
"15",2017,10,5,23,5,"4","u","87-.087-.001-.","Cerambycidae","Tetrops","praeustus","Tetrops praeustus",2,"Lower","Fraxinus"
"15",2017,16,8,30,8,"11","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",1,"Lower","Fraxinus"
"15",2017,16,8,30,8,"11","u","34-.0011.001-.","Elateridae","Brachygonus","megerlei","Brachygonus megerlei",1,"Lower","Fraxinus"
"16",2017,13,9,27,9,"13","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Upper","Fraxinus"
"16",2017,26,4,10,5,"3","u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","Brassicogethes aeneus",2,"Upper","Fraxinus"
"16",2017,26,4,10,5,"3","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",1,"Upper","Fraxinus"
"16",2017,13,9,27,9,"13","u","50-.009-.001-.","Nitidulidae","Epuraea","melanocephala","Epuraea melanocephala",1,"Upper","Fraxinus"
"16",2017,26,4,10,5,"3","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",6,"Upper","Fraxinus"
"16",2017,26,4,10,5,"3","u","91-.011-.003-.","Curculionidae","Hylesinus","varius","Hylesinus varius",3,"Upper","Fraxinus"
"16",2017,13,9,27,9,"13","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Upper","Fraxinus"
"16",2017,29,3,12,4,"1","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",7,"Upper","Fraxinus"
"16",2017,26,4,10,5,"3","u","55-.014-.016-.","Cryptophagidae","Atomaria","lewisi","Atomaria lewisi",1,"Upper","Fraxinus"
"16",2017,26,4,10,5,"3","u","34-.001-.017-.","Elateridae","Ampedus","pomonae","Ampedus pomonae",1,"Upper","Fraxinus"
"16",2017,29,3,12,4,"1","u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","Brassicogethes aeneus",12,"Upper","Fraxinus"
"16",2017,10,5,23,5,"4","u","68-.0011.001-.","Ptinidae","Ptinomorphus","imperialis","Ptinomorphus imperialis",1,"Upper","Fraxinus"
"16",2017,16,8,30,8,"11","u","91-.011-.002-.","Curculionidae","Hylesinus","toranio","Hylesinus toranio",2,"Upper","Fraxinus"
"16",2017,29,3,12,4,"1","o","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Upper","Fraxinus"
"16",2017,2,8,16,8,"10","u","18-.007-.0081.","Staphylinidae","Stenichnus","collaris","Stenichnus collaris",1,"Upper","Fraxinus"
"16",2017,21,6,5,7,"7","u","61-.003-.002-.","Endomychidae","Symbiotes","gibberosus","Symbiotes gibberosus",1,"Upper","Fraxinus"
"16",2017,21,6,5,7,"7","u","87-.087-.001-.","Cerambycidae","Tetrops","praeustus","Tetrops praeustus",1,"Upper","Fraxinus"
"16",2017,21,6,5,7,"7","u","91-.011-.002-.","Curculionidae","Hylesinus","toranio","Hylesinus toranio",1,"Upper","Fraxinus"
"16",2017,26,4,10,5,"3","u","91-.0362.001-.","Curculionidae","Anisandrus","dispar","Anisandrus dispar",1,"Upper","Fraxinus"
"16",2017,10,5,23,5,"4","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",1,"Upper","Fraxinus"
"16",2017,16,8,30,8,"11","u","711.001-.001-.","Salpingidae","Lissodema","cursor","Lissodema cursor",1,"Upper","Fraxinus"
"16",2017,29,3,12,4,"1","o","93-.178-.001-.","Curculionidae","Stereonychus","fraxini","Stereonychus fraxini",1,"Upper","Fraxinus"
"16",2017,21,6,5,7,"7","u","55-.014-.014-.","Cryptophagidae","Atomaria","fuscata","Atomaria fuscata",1,"Upper","Fraxinus"
"16",2017,29,3,12,4,"1","u","62-.035-.001-.","Coccinellidae","Halyzia","sedecimguttata","Halyzia sedecimguttata",1,"Upper","Fraxinus"
"16",2017,29,3,12,4,"1","u","91-.011-.003-.","Curculionidae","Hylesinus","varius","Hylesinus varius",35,"Upper","Fraxinus"
"16",2017,29,3,12,4,"1","u","62-.027-.002-.","Coccinellidae","Oenopia","conglobata","Oenopia conglobata",1,"Upper","Fraxinus"
"16",2017,23,5,7,6,"5","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Upper","Fraxinus"
"16",2017,10,5,23,5,"4","u","50-.009-.001-.","Nitidulidae","Epuraea","melanocephala","Epuraea melanocephala",1,"Upper","Fraxinus"
"16",2017,10,5,23,5,"4","u","73-.004-.022-.","Scraptiidae","Anaspis","flava","Anaspis flava",1,"Upper","Fraxinus"
"16",2017,10,5,23,5,"4","u","55-.014-.046-.","Cryptophagidae","Atomaria","linearis","Atomaria linearis",7,"Upper","Fraxinus"
"16",2017,29,3,12,4,"1","u","50-.009-.001-.","Nitidulidae","Epuraea","melanocephala","Epuraea melanocephala",1,"Upper","Fraxinus"
"16",2017,10,5,23,5,"4","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Upper","Fraxinus"
"16",2017,2,8,16,8,"10","u","50-.009-.005-.","Nitidulidae","Epuraea","neglecta","Epuraea neglecta",1,"Upper","Fraxinus"
"16",2017,10,5,23,5,"4","u","59-.004-.010-.","Mycetophagidae","Mycetophagus","populi","Mycetophagus populi",1,"Upper","Fraxinus"
"16",2017,23,5,7,6,"5","u","61-.003-.002-.","Endomychidae","Symbiotes","gibberosus","Symbiotes gibberosus",1,"Upper","Fraxinus"
"16",2017,26,4,10,5,"3","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",9,"Upper","Fraxinus"
"16",2017,21,6,5,7,"7","u","55-.014-.046-.","Cryptophagidae","Atomaria","linearis","Atomaria linearis",2,"Upper","Fraxinus"
"16",2017,21,6,5,7,"7","u","711.001-.001-.","Salpingidae","Lissodema","cursor","Lissodema cursor",1,"Upper","Fraxinus"
"16",2017,10,5,23,5,"4","u","27-.002-.008-.","Cantharidae","Cantharis","pellucida","Cantharis pellucida",1,"Upper","Fraxinus"
"16",2017,10,5,23,5,"4","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",9,"Upper","Fraxinus"
"16",2017,10,5,23,5,"4","u","91-.011-.002-.","Curculionidae","Hylesinus","toranio","Hylesinus toranio",18,"Upper","Fraxinus"
"16",2017,23,5,7,6,"5","o","93-.110-.006-.","Curculionidae","Curculio","glandium","Curculio glandium",1,"Upper","Fraxinus"
"16",2017,23,5,7,6,"5","u","711.006-.002-.","Salpingidae","Salpingus","planirostris","Salpingus planirostris",1,"Upper","Fraxinus"
"16",2017,10,5,23,5,"4","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",3,"Upper","Fraxinus"
"16",2017,2,8,16,8,"10","u","88-.017-.071-.","Chrysomelidae","Cryptocephalus","pusillus","Cryptocephalus pusillus",1,"Upper","Fraxinus"
"16",2017,23,5,7,6,"5","u","73-.004-.009-.","Scraptiidae","Anaspis","frontalis","Anaspis frontalis",1,"Upper","Fraxinus"
"16",2017,26,4,10,5,"3","o","601.008-.003-.","Corylophidae","Orthoperus","atomus","Orthoperus atomus",1,"Upper","Fraxinus"
"16",2017,26,4,10,5,"3","u","70-.007-.002-.","Oedemeridae","Ischnomera","caerulea","Ischnomera caerulea",1,"Upper","Fraxinus"
"16",2017,29,3,12,4,"1","o","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Upper","Fraxinus"
"16",2017,10,5,23,5,"4","o","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Upper","Fraxinus"
"16",2017,10,5,23,5,"4","u","59-.003-.001-.","Mycetophagidae","Litargus","connexus","Litargus connexus",1,"Upper","Fraxinus"
"16",2017,23,5,7,6,"5","u","90-.012-.003-.","Anthribidae","Anthribus","nebulosus","Anthribus nebulosus",1,"Upper","Fraxinus"
"16",2017,21,6,5,7,"7","u","91-.011-.002-.","Curculionidae","Hylesinus","toranio","Hylesinus toranio",5,"Upper","Fraxinus"
"16",2017,21,6,5,7,"7","u","34-.0011.001-.","Elateridae","Brachygonus","megerlei","Brachygonus megerlei",1,"Upper","Fraxinus"
"16",2017,7,6,21,6,"6","u","54-.001-.001-.","Erotylidae","Tritoma","bipustulata","Tritoma bipustulata",1,"Upper","Fraxinus"
"16",2017,10,5,23,5,"4","u","87-.087-.001-.","Cerambycidae","Tetrops","praeustus","Tetrops praeustus",1,"Upper","Fraxinus"
"16",2017,23,5,7,6,"5","u","91-.011-.003-.","Curculionidae","Hylesinus","varius","Hylesinus varius",2,"Upper","Fraxinus"
"16",2017,23,5,7,6,"5","u","93-.078-.005-.","Curculionidae","Rhyncolus","punctatulus","Rhyncolus punctatulus",1,"Upper","Fraxinus"
"16",2017,2,8,16,8,"10","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Upper","Fraxinus"
"16",2017,23,5,7,6,"5","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",9,"Upper","Fraxinus"
"16",2017,23,5,7,6,"5","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",3,"Upper","Fraxinus"
"16",2017,29,3,12,4,"1","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",4,"Upper","Fraxinus"
"16",2017,29,3,12,4,"1","u","21-.012-.002-.","Ptiliidae","Ptinella","limbata","Ptinella limbata",1,"Upper","Fraxinus"
"16",2017,23,5,7,6,"5","u","55-.014-.046-.","Cryptophagidae","Atomaria","linearis","Atomaria linearis",1,"Upper","Fraxinus"
"16",2017,5,7,19,7,"8","u","27-.005-.002-.","Cantharidae","Rhagonycha","fulva","Rhagonycha fulva",2,"Upper","Fraxinus"
"16",2017,12,4,26,4,"2","o","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Harmonia axyridis",1,"Upper","Fraxinus"
"16",2017,7,6,21,6,"6","o","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Upper","Fraxinus"
"16",2017,12,4,26,4,"2","o","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",2,"Upper","Fraxinus"
"16",2017,5,7,19,7,"8","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Upper","Fraxinus"
"16",2017,10,5,23,5,"4","u","30-.005-.009-.","Dasytidae","Dasytes","aeratus","Dasytes aeratus",4,"Upper","Fraxinus"
"16",2017,10,5,23,5,"4","u","61-.003-.002-.","Endomychidae","Symbiotes","gibberosus","Symbiotes gibberosus",3,"Upper","Fraxinus"
"16",2017,19,7,2,8,"9","o","27-.005-.002-.","Cantharidae","Rhagonycha","fulva","Rhagonycha fulva",8,"Upper","Fraxinus"
"16",2017,2,8,16,8,"10","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",1,"Upper","Fraxinus"
"16",2017,30,8,13,9,"12","o","62-.031-.001-.","Coccinellidae","Calvia","decemguttata","Calvia decemguttata",1,"Upper","Fraxinus"
"16",2017,30,8,13,9,"12","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Upper","Fraxinus"
"16",2017,30,8,13,9,"12","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",2,"Upper","Fraxinus"
"16",2017,16,8,30,8,"11","u","34-.038-.002-.","Elateridae","Stenagostus","rhombeus","Stenagostus rhombeus",1,"Upper","Fraxinus"
"16",2017,19,7,2,8,"9","u","68-.014-.001-.","Ptinidae","Ptilinus","pectinicornis","Ptilinus pectinicornis",1,"Upper","Fraxinus"
"16",2017,19,7,2,8,"9","u","27-.005-.002-.","Cantharidae","Rhagonycha","fulva","Rhagonycha fulva",1,"Upper","Fraxinus"
"16",2017,12,4,26,4,"2","o","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","Brassicogethes aeneus",1,"Upper","Fraxinus"
"16",2017,23,5,7,6,"5","u","59-.003-.001-.","Mycetophagidae","Litargus","connexus","Litargus connexus",1,"Upper","Fraxinus"
"16",2017,5,7,19,7,"8","u","34-.0011.001-.","Elateridae","Brachygonus","megerlei","Brachygonus megerlei",1,"Upper","Fraxinus"
"16",2017,5,7,19,7,"8","u","91-.011-.002-.","Curculionidae","Hylesinus","toranio","Hylesinus toranio",6,"Upper","Fraxinus"
"16",2017,23,5,7,6,"5","u","36-.003-.001-.","Eucnemidae","Eucnemis","capucina","Eucnemis capucina",1,"Upper","Fraxinus"
"16",2017,21,6,5,7,"7","u","73-.004-.009-.","Scraptiidae","Anaspis","frontalis","Anaspis frontalis",1,"Upper","Fraxinus"
"16",2017,19,7,2,8,"9","u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Sericoderus lateralis",1,"Upper","Fraxinus"
"16",2017,29,3,12,4,"1","u","23-.114-.007-.","Staphylinidae","Tachyporus","hypnorum","Tachyporus hypnorum",2,"Upper","Fraxinus"
"16",2017,29,3,12,4,"1","u","23-.0481.003-.","Staphylinidae","Anotylus","rugosus","Anotylus rugosus",1,"Upper","Fraxinus"
"16",2017,5,7,19,7,"8","o","87-.078-.0011.","Cerambycidae","Leiopus","linnei","Leiopus linnei",1,"Upper","Fraxinus"
"16",2017,5,7,19,7,"8","u","91-.010-.001-.","Curculionidae","Polygraphus","grandiclava","Polygraphus grandiclava",1,"Upper","Fraxinus"
"16",2017,16,8,30,8,"11","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",1,"Upper","Fraxinus"
"16",2017,7,6,21,6,"6","u","62-.035-.001-.","Coccinellidae","Halyzia","sedecimguttata","Halyzia sedecimguttata",4,"Upper","Fraxinus"
"16",2017,5,7,19,7,"8","u","62-.035-.001-.","Coccinellidae","Halyzia","sedecimguttata","Halyzia sedecimguttata",2,"Upper","Fraxinus"
"16",2017,7,6,21,6,"6","u","55-.014-.046-.","Cryptophagidae","Atomaria","linearis","Atomaria linearis",1,"Upper","Fraxinus"
"16",2017,5,7,19,7,"8","u","54-.001-.001-.","Erotylidae","Tritoma","bipustulata","Tritoma bipustulata",1,"Upper","Fraxinus"
"16",2017,21,6,5,7,"7","u","62-.035-.001-.","Coccinellidae","Halyzia","sedecimguttata","Halyzia sedecimguttata",3,"Upper","Fraxinus"
"16",2017,7,6,21,6,"6","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",2,"Upper","Fraxinus"
"16",2017,21,6,5,7,"7","u","88-.017-.071-.","Chrysomelidae","Cryptocephalus","pusillus","Cryptocephalus pusillus",1,"Upper","Fraxinus"
"16",2017,21,6,5,7,"7","u","73-.004-.010-.","Scraptiidae","Anaspis","maculata","Anaspis maculata",1,"Upper","Fraxinus"
"16",2017,16,8,30,8,"11","u","711.001-.001-.","Salpingidae","Lissodema","cursor","Lissodema cursor",1,"Upper","Fraxinus"
"16",2017,21,6,5,7,"7","u","31-.002-.001-.","Cleridae","Tillus","elongatus","Tillus elongatus",1,"Upper","Fraxinus"
"16",2017,19,7,2,8,"9","u","58-.004-.015-.","Latridiidae","Enicmus","histrio","Enicmus histrio",1,"Upper","Fraxinus"
"16",2017,21,6,5,7,"7","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",1,"Upper","Fraxinus"
"16",2017,7,6,21,6,"6","u","60-.003-.001-.","Zopheridae","Pycnomerus","terebrans","Pycnomerus terebrans",1,"Upper","Fraxinus"
"16",2017,10,5,23,5,"4","u","82-.008-.002-.","Tenebrionidae","Mycetochara","axillaris","Mycetochara axillaris",1,"Upper","Fraxinus"
"16",2017,7,6,21,6,"6","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",1,"Upper","Fraxinus"
"16",2017,12,4,26,4,"2","o","50-.009-.001-.","Nitidulidae","Epuraea","melanocephala","Epuraea melanocephala",1,"Upper","Fraxinus"
"16",2017,19,7,2,8,"9","u","77-.003-.001-.","Ripiphoridae","Metoecus","paradoxus","Metoecus paradoxus",1,"Upper","Fraxinus"
"16",2017,7,6,21,6,"6","u","93-.078-.005-.","Curculionidae","Rhyncolus","punctatulus","Rhyncolus punctatulus",3,"Upper","Fraxinus"
"16",2017,10,5,23,5,"4","u","59-.003-.001-.","Mycetophagidae","Litargus","connexus","Litargus connexus",1,"Upper","Fraxinus"
"16",2017,7,6,21,6,"6","u","91-.036-.005-.","Curculionidae","Xyleborus","monographus","Xyleborus monographus",1,"Upper","Fraxinus"
"16",2017,19,7,2,8,"9","u","55-.014-.046-.","Cryptophagidae","Atomaria","linearis","Atomaria linearis",2,"Upper","Fraxinus"
"16",2017,5,7,19,7,"8","u","18-.009-.015-.","Staphylinidae","Euconnus","pragensis","Euconnus pragensis",1,"Upper","Fraxinus"
"16",2017,5,7,19,7,"8","u","68-.014-.001-.","Ptinidae","Ptilinus","pectinicornis","Ptilinus pectinicornis",2,"Upper","Fraxinus"
"16",2017,10,5,23,5,"4","u","55-.014-.028-.","Cryptophagidae","Atomaria","analis","Atomaria analis",1,"Upper","Fraxinus"
"16",2017,5,7,19,7,"8","u","61-.003-.002-.","Endomychidae","Symbiotes","gibberosus","Symbiotes gibberosus",1,"Upper","Fraxinus"
"16",2017,5,7,19,7,"8","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",1,"Upper","Fraxinus"
"16",2017,19,7,2,8,"9","u","73-.004-.022-.","Scraptiidae","Anaspis","flava","Anaspis flava",1,"Upper","Fraxinus"
"16",2017,5,7,19,7,"8","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",3,"Upper","Fraxinus"
"16",2017,19,7,2,8,"9","u","61-.003-.002-.","Endomychidae","Symbiotes","gibberosus","Symbiotes gibberosus",1,"Upper","Fraxinus"
"16",2017,19,7,2,8,"9","u","01-.079-.012-.","Carabidae","Dromius","quadrimaculatus","Dromius quadrimaculatus",2,"Upper","Fraxinus"
"16",2017,16,8,30,8,"11","o","62-.035-.001-.","Coccinellidae","Halyzia","sedecimguttata","Halyzia sedecimguttata",1,"Upper","Fraxinus"
"16",2017,29,3,12,4,"1","u","01-.080-.004-.","Carabidae","Syntomus","truncatellus","Syntomus truncatellus",1,"Upper","Fraxinus"
"16",2017,2,8,16,8,"10","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",1,"Upper","Fraxinus"
"16",2017,2,8,16,8,"10","u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Sericoderus lateralis",1,"Upper","Fraxinus"
"16",2017,29,3,12,4,"1","u","91-.037-.002-.","Curculionidae","Xylosandrus","germanus","Xylosandrus germanus",1,"Upper","Fraxinus"
"16",2017,2,8,16,8,"10","u","91-.011-.002-.","Curculionidae","Hylesinus","toranio","Hylesinus toranio",4,"Upper","Fraxinus"
"16",2017,19,7,2,8,"9","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",1,"Upper","Fraxinus"
"16",2017,21,6,5,7,"7","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",10,"Upper","Fraxinus"
"16",2017,2,8,16,8,"10","o","88-.049-.002-.","Chrysomelidae","Phyllotreta","vittula","Phyllotreta vittula",1,"Upper","Fraxinus"
"16",2017,19,7,2,8,"9","u","91-.011-.002-.","Curculionidae","Hylesinus","toranio","Hylesinus toranio",4,"Upper","Fraxinus"
"16",2017,2,8,16,8,"10","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",2,"Upper","Fraxinus"
